Class_Label,lemmatized_tokens,html_tag_count,css_tag_count,spam_phrase_count,link_count,grammar_error_count,misspelled_word_count
Normal,"['car', 'site', 'car', 'people', 'image', 'image', 'browse', 'image', 'main', 'page', 'image', 'car', 'image', 'used', 'ca', 'r', 'image', 'auto', 'loan', 'image', 'car', 'insurance', 'image', 'auto', 'news', 'mage', 'map', 'image', 'driving', 'direction', 'image', 'partner', 'carfax', 'tire', 'rack', 'warrant', 'image', 'welcome', 'car', 'site', 'car', 'people', 'image', 'try', 'give', 'average', 'person', 'listing', 'best', 'resource', 'web', 'related', 'car', 'car', 'weve', 'endless', 'o', 'marketing', 'give', 'lead', 'useful', 'resource', 'e', 'new', 'car', 'method', 'guide', 'new', 'moneysaving', 'resource', 'learn', 'several', 'interesting', 'method', 'best', 'way', 'buy', 'car', 'somehow', 'help', 'save', 'money', 'car', 'indeed', 'way', 'utilize', 'shop', 'even', 'buy', 'expensive', 'car', 'click', 'image', 'image', 'arrive', 'dealership', 'loan', 'know', 'get', 'auto', 'loan', 'new', 'used', 'car', 'plus', 'overview', 'various', 'option', 'sometimes', 'best', 'way', 'go', 'car', 'shopping', 'money', 'serve', 'tool', 'sometimes', 'real', 'pain', 'line', 'bank', 'shop', 'loan', 'click', 'image', 'image', 'n', 'line', 'may', 'extend', 'u', 'post', 'record', 'profit', 'contract', 'r', 'thesis', 'lead', 'fiat', 'luxury', 'move', 'hong', 'interview', 'see', 'big', 'future', 'china', 'cautious', 'ford', 'scrap', 'explorer', 'hybrid', 'ford', 'settlement', 'fold', 'unit', 'back', 'company', 'w', 'j', 'ford', 'name', 'new', 'chief', 'latest', 'er', 'u', 'output', 'set', 'n', 'image', 'image', 'image', 'image', 'sent', 'different', 'address', 'message', 'wish', 'receive', 'future', 'offer', 'please', 'hit', 'reply', 'button', 'let', 'u', 'know', 'word', 'remove', 'line']",0,0,9,0,21,113
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']",0,0,2,0,0,9
Normal,"['dear', 'click', 'redeem', 'rose', 'blossom', 'bud', 'vase', 'image', 'image', 'image', 'image', 'shipping', 'handling', 'charge', 'apply', 'forgot', 'member', 'name', 'forgot', 'password', 'click', 'received', 'registered', 'agreed', 'receive', 'u', 'one', 'category', 'please', 'click', 'please', 'note', 'change', 'may', 'take', 'one', 'week', 'process', 'need', 'update', 'profile', 'click']",0,0,3,0,3,15
Normal,"['image', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'e', 'image', 'image', 'image', 'image', 'click', 'wireless', 'image', 'wireless', 'image', 'image', 'image', 'image', 'image', 'pal', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'charge', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'everyone', 'could', 'use', 'today', 'million', 'people', 'already', 'enjoy', 'ing', 'safety', 'convenience', 'independence', 'one', 'er', 'easier', 'get', 'free', 'image', 'image', 'wireless', 'wireless', 'two', 'nation', 'premier', 'wireless', 'service', 'carrier', 'unique', 'ability', 'handle', 'o', 'f', 'cellular', 'service', 'need', 'image', 'image', 'even', 'already', 'update', 'one', 'feature', 'technology', 'provide', 'phone', 'another', 'family', 'member', 'wi', 'th', 'wireless', 'wireless', 'phone', 'free', 'plus', 'm', 'ade', 'shopping', 'experience', 'simple', 'image', 'image', 'ta', 'advantage', 'limited', 'time', 'offer', 'click', 'banner', 'image', 'image', 'wish', 'receive', 'future', 'click', 'o', 'image']",0,0,5,0,11,84
Normal,"['saw', 'screen', 'saver', 'immediately', 'thought', 'harry', 'promise', 'love']",0,0,2,0,2,4
Normal,"['image', 'fantasy', 'football', 'newsletter', 'sport', 'football', 'welcome', 'another', 'edition', 'fantasy', 'football', 'newsletter', 'fantasy', 'football', 'newsletter', 'arrive', 'every', 'well', 'include', 'news', 'web', 'site', 'tip', 'feature', 'available', 'answer', 'question', 'gridiron', 'guru', 'image', 'inside', 'thanksgiving', 'football', 'sortable', 'standing', 'gridiron', 'guru', 'tip', 'week', 'image', 'image', 'image', 'thanksgiving', 'football', 'remember', 'two', 'game', 'packer', 'v', 'lion', 'bronco', 'v', 'cowboy', 'fantasy', 'player', 'player', 'four', 'team', 'roster', 'must', 'final', 'status', 'active', 'reserve', 'set', 'minute', 'start', 'game', 'please', 'keep', 'mind', 'also', 'able', 'enter', 'new', 'week', 'starting', 'one', 'hour', 'prior', 'first', 'kickoff', 'football', 'commissioner', 'player', 'check', 'league', 'commissioner', 'see', 'deadline', 'handled', 'week', 'sortable', 'standing', 'know', 'every', 'column', 'standing', 'page', 'sortable', 'click', 'category', 'name', 'top', 'column', 'sort', 'report', 'result', 'category', 'head', 'league', 'standing', 'report', 'displayed', 'order', 'team', 'best', 'percentage', 'however', 'click', 'point', 'column', 'display', 'top', 'team', 'top', 'pa', 'point', 'column', 'display', 'descending', 'order', 'team', 'fantasy', 'point', 'scored', 'gridiron', 'guru', 'welcome', 'gridiron', 'guru', 'well', 'answer', 'question', 'player', 'offer', 'fantasy', 'football', 'roster', 'advice', 'invite', 'send', 'scouting', 'report', 'comment', 'player', 'get', 'chance', 'thousand', 'fantasy', 'player', 'like', 'question', 'would', 'start', 'week', 'jake', 'plummer', 'san', 'answer', 'corp', 'injury', 'season', 'rod', 'smith', 'questionable', 'ankle', 'injury', 'outlook', 'get', 'dimmer', 'physical', 'problem', 'year', 'well', 'plummer', 'like', 'better', 'choice', 'superb', 'week', 'outing', 'remember', 'facing', 'lion', 'plummer', 'never', 'able', 'string', 'many', 'good', 'performance', 'together', 'past', 'facing', 'san', 'defense', 'good', 'performance', 'getting', 'burned', 'badly', 'last', 'week', 'go', 'least', 'post', 'respectable', 'number', 'question', 'eric', 'three', 'running', 'back', 'start', 'priest', 'garrison', 'hearst', 'answer', 'player', 'every', 'week', 'facing', 'defense', 'look', 'good', 'statistically', 'lot', 'trouble', 'outside', 'little', 'trouble', 'ripping', 'front', 'wall', 'hard', 'ignore', 'hearst', 'week', 'like', 'especially', 'latter', 'east', 'game', 'question', 'jay', 'start', 'week', 'quarterback', 'brook', 'green', 'defense', 'play', 'decent', 'ne', 'answer', 'brook', 'square', 'facing', 'secondary', 'give', 'big', 'play', 'green', 'facing', 'team', 'wont', 'offer', 'much', 'rush', 'explosive', 'brook', 'advantage', 'home', 'drew', 'looking', 'shoulder', 'well', 'go', 'new', 'tip', 'week', 'carter', 'decision', 'shoulder', 'surgery', 'bad', 'news', 'great', 'news', 'people', 'like', 'would', 'see', 'play', 'year', 'great', 'back', 'wish', 'well', 'can', 'not', 'replace', 'back', 'like', 'message', 'provided', 'free', 'charge', 'free', 'obligation', 'prefer', 'receive', 'nature', 'please', 'send', 'respond', 'directly']",0,0,6,0,17,94
Normal,"['unlucky', 'top', 'tech', 'turkey', 'time', 'sad', 'fowl', 'mention', 'come', 'symbolize', 'lame', 'thinking', 'laughable', 'loser', 'ala', 'honor', 'national', 'holiday', 'list', 'thing', 'well', 'cant', 'thankful', 'given', 'mine', 'dont', 'give', 'news', 'analysis', 'carr', 'get', 'ready', 'shop', 'listening', 'beginning', 'look', 'lot', 'like', 'least', 'shopping', 'mall', 'probably', 'favorite', 'store', 'holiday', 'season', 'biggest', 'retail', 'name', 'extra', 'effort', 'making', 'shop', 'good', 'unlike', 'past', 'year', 'making', 'experience', 'pleasurable', 'possible', 'expert', 'advice', 'eric', 'best', 'stuff', 'digital', 'decade', 'behind', 'scene', 'technology', 'matter', 'next', 'ten', 'year', 'tablet', 'try', 'office', 'web', 'service', 'may', 'sound', 'sexy', 'help', 'get', 'work', 'done', 'eric', 'story', 'get', 'steal', 'cell', 'phone', 'keep', 'contact', 'fumble', 'every', 'time', 'make', 'call', 'need', 'cell', 'phone', 'contact', 'lot', 'phone', 'theyre', 'find', 'affordable', 'phone', 'fit', 'bill', 'enjoy', 'weekend', 'free', 'game', 'fun', 'ah', 'thanksgiving', 'weekend', 'time', 'eat', 'much', 'turkey', 'watch', 'much', 'football', 'kick', 'back', 'play', 'game', 'round', 'three', 'provide', 'hour', 'costing', 'penny', 'crucial', 'click', 'make', 'sure', 'see', 'feature', 'today', 'dont', 'miss', 'holiday', 'gift', 'guide', 'check', 'latest', 'burner', 'global', 'walking', 'talk', 'elsewhere', 'miss', 'get', 'detail', 'special', 'report', 'dont', 'miss', 'top', 'price', 'drop', 'premier', 'vendor', 'shopper', 'free', 'trial', 'offer', 'leading', 'business', 'technology', 'magazine', 'find', 'perfect', 'present', 'holiday', 'gift', 'guide', 'check', 'popular', 'notebook', 'camera', 'come', 'free', 'charge', 'service', 'companion', 'web', 'site', 'full', 'detail', 'story', 'see', 'plus', 'news', 'link', 'information', 'much', 'visit', 'subscribe', 'make', 'change', 'subscription', 'please', 'go', 'sending', 'news', 'alert', 'address', 'please', 'make', 'sure', 'provide', 'address', 'message', 'u', 'thanks', 'copyright', 'registered', 'service', 'mark', 'service', 'mark']",0,0,5,1,14,91
Normal,"['image', 'starting', 'near', 'z', 'code', 'receive', 'zip', 'code', 'different', 'future', 'click', 'image', 'image', 'image', 'harry', 'potter', 'sorcerer', 'stone', 'harry', 'potter', 'sorcerer', 'stone', 'opening', 'weekend', 'harry', 'potter', 'sorcerer', 'stone', 'enchant', 'flying', 'theater', 'r', 'snitch', 'get', 'look', 'screen', 'adaptation', 'r', 'beloved', 'novel', 'also', 'theater', 'holiday', 'weekend', 'brad', 'play', 'spy', 'game', 'martin', 'black', 'knight', 'back', 'middle', 'age', 'gang', 'take', 'slope', 'cold', 'harry', 'potter', 'store', 'book', 'toy', 'journal', 'gift', 'image', 'image', 'harry', 'potter', 'sorcerer', 'stone', 'studio', 'viewer', 'favorite', 'weekly', 'cover', 'harry', 'potter', 'sorcerer', 'stone', 'monster', 'drive', 'serendipity', 'list', 'monster', 'image', 'take', 'look', 'inside', 'monster', 'new', 'animated', 'comedy', 'maker', 'toy', 'story', 'wont', 'believe', 'yo', 'ur', 'eye', 'image', 'image', 'film', 'opening', 'week', 'black', 'knight', 'tin', 'harry', 'potter', 'sorcerer', 'stone', 'sh', 'martin', 'carter', 'image', 'see', 'cold', 'image', 'see', 'spy', 'game', 'brad', 'image', 'see', 'wash', 'snoop', 'doggy', 'e', 'image', 'image', 'theater', 'near', 'zip', 'code', 'please', 'note', 'start', 'receive', 'show', 'time', 'zip', 'code', 'different', 'future', 'click', 'image', 'image', 'studio', 'image', 'image', 'studio', 'ghost', 'b', 'average', 'customer', 'review', 'star', 'black', 'knight', 'domestic', 'disturbance', 'nick', 'average', 'customer', 'review', 'star', 'm', 'harry', 'potter', 'sorcerer', 'stone', 'average', 'review', 'star', 'hackman', 'average', 'customer', 'review', 'star', 'joy', 'ride', 'average', 'customer', 'review', 'star', 'j', 'bridge', 'average', 'customer', 'review', 'star', 'life', 'house', 'average', 'customer', 'review', 'star', 'monster', 'goodman', 'billy', 'crystal', 'average', 'customer', 'review', 'tar', 'p', 'm', 'one', 'li', 'average', 'r', 'review', 'star', 'cold', 'sh', 'punk', 'average', 'customer', 'review', 'star', 'hallow', 'jack', 'black', 'average', 'customer', 'review', 'star', 'game', 'brad', 'average', 'customer', 'review', 'star', 'training', 'day', 'customer', 'review', 'star', 'wash', 'snoop', 'doggy', 'image', 'top', 'hope', 'newsletter', 'however', 'youd', 'like', 'please', 'use', 'link', 'bel', 'ow', 'click', 'account', 'button', 'top', 'right', 'corner', 'page', 'web', 'site', 'subscription', 'heading', 'manage', 'weekly', 'movie', 'link', 'copyright', 'right', 'reserved', 'may', 'also', 'change', 'communication', 'preference', 'g', 'link', 'image']",0,0,3,1,92,663
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']",0,0,2,0,0,9
Normal,"['following', 'section', 'message', 'file', 'attachment', 'prepared', 'transmission', 'mime', 'message', 'format', 'mail', 'another', 'system', 'able', 'save', 'view', 'within', 'mailer', 'can', 'not', 'please', 'ask', 'system', 'administrator', 'assistance', 'file', 'information', 'file', 'date', 'size', 'type']",0,0,3,0,0,14
Normal,"['physical', 'desk', 'desk', 'deal', 'today']",0,0,2,0,1,0
Normal,"['w', 'e', 'e', 'e', 'n', 'd', 'y', 'e', 'm', 'v', 'l', 'b', 'l', 'y', 'f', 'o', 'r', 'system', 'outage', 'data', 'center', 'facility', 'operation', 'outage', 'outage', 'data', 'center', 'facility', 'operation', 'outage', 'server', 'outage', 'impact', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'r', 'drive', 'migration', 'outage', 'environment', 'impacted', 'purpose', 'migration', 'r', 'drive', 'disk', 'space', 'restore', 'backup', 'contact', 'mark', 'jordan', 'h', 'jeff', 'center', 'south', 'data', 'center', 'facility', 'operation', 'outage', 'north', 'lan', 'outage', 'field', 'service', 'outage', 'outage', 'impact', 'p', 'time', 'wed', 'wed', 'wed', 'wed', 'outage', 'environment', 'impacted', 'team', 'purpose', 'need', 'make', 'sure', 'work', 'production', 'box', 'remove', 'replace', 'previous', 'version', 'contact', 'lin', 'market', 'data', 'outage', 'outage', 'o', 'outage', 'impact', 'application', 'time', 'sat', 'sun', 'sat', 'sun', 'sat', 'mon', 'outage', 'maintenance', 'environment', 'impacted', 'user', 'purpose', 'maintenance', 'object', 'increase', 'efficiency', 'space', 'utilization', 'query', 'performance', 'system', 'revert', 'copy', 'object', 'prior', 'contact', 'berger', 'oracle', 'na', 'brewer', 'tantra', 'impact', 'corp', 'time', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'croaker', 'environment', 'impacted', 'custom', 'log', 'equity', 'relocation', 'government', 'affair', 'infinity', 'remedy', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'outage', 'maintenance', 'weekend', 'server', 'salmon', 'environment', 'impacted', 'ca', 'global', 'infinity', 'pep', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'environment', 'impacted', 'enlighten', 'ram', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'server', 'environment', 'impacted', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'astral', 'environment', 'impacted', 'equity', 'phoenix', 'infinity', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'impact', 'corp', 'time', 'sat', 'sun', 'sat', 'sun', 'sun', 'sun', 'outage', 'test', 'dev', 'disk', 'layout', 'titania', 'environment', 'impacted', 'ca', 'custom', 'log', 'equity', 'relocation', 'global', 'government', 'affair', 'pop', 'purpose', 'migrate', 'new', 'efficient', 'disk', 'layout', 'enhanced', 'performance', 'testing', 'complete', 'restore', 'original', 'restore', 'data', 'backup', 'storage', 'contact', 'well', 'outage', 'system', 'outage', 'telephony', 'outage', 'terminal', 'server', 'outage', 'unify', 'outage', 'assistance', 'resolution', 'center', 'specific', 'help', 'information', 'risk', 'management', 'unify', 'pager', 'pager', 'pager', 'pager', 'pager', 'support', 'pager', 'help', 'desk', 'trader', 'decision', 'support', 'pager']",0,0,2,0,83,344
Normal,"['following', 'expense', 'report', 'ready', 'approval', 'employee', 'name', 'jane', 'm', 'status', 'last', 'administrator', 'expense', 'report', 'name', 'report', 'total', 'amount', 'due', 'employee', 'approve', 'expense', 'report', 'click', 'following', 'link', 'concur', 'expense']",0,0,2,1,2,12
Normal,"['meeting', 'meeting', 'date', 'time', 'change', 'without', 'notice', 'interested', 'special', 'meeting', 'throughout', 'year', 'may', 'way', 'consider', 'yearly', 'package', 'open', 'special', 'meeting', 'covered', 'connection', 'unlimited', 'access', 'archive', 'available', 'month', 'special', 'meeting', 'connection', 'announce', 'broadcast', 'via', 'telephone', 'following', 'federal', 'energy', 'regulatory', 'commission', 'special', 'meeting', 'topic', 'generation', 'interconnection', 'related', 'matter', 'conference', 'holiday', 'inn', 'international', 'airport', 'colorado', 'conference', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'related', 'matter', 'conference', 'holiday', 'inn', 'international', 'airport', 'colorado', 'conference', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'generation', 'interconnection', 'activity', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'hydro', 'status', 'workshop', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'topic', 'hydro', 'status', 'workshop', 'meeting', 'commission', 'meeting', 'room', 'meeting', 'available', 'via', 'phone', 'bridge', 'click', 'contract', 'agenda', 'please', 'note', 'interconnect', 'meeting', 'week', 'decided', 'tape', 'meeting', 'therefore', 'connection', 'cover', 'need', 'additional', 'information', 'please', 'contact', 'office', 'secretary', 'open', 'meeting', 'connection', 'announce', 'broadcast', 'federal', 'energy', 'regulatory', 'commission', 'open', 'meeting', 'click', 'contract', 'meeting', 'date', 'time', 'change', 'without', 'notice', 'current', 'information', 'go', 'link', 'page', 'may', 'need', 'refresh', 'browser', 'current', 'information', 'appear', 'go', 'web', 'page', 'office', 'secretary', 'annual', 'subscription', 'connection', 'service', 'meeting', 'included', 'annual', 'fee', 'please', 'contact', 'u', 'interested', 'either', 'meeting', 'want', 'get', 'annual', 'subscription', 'service', 'connection', 'offer', 'meeting', 'live', 'via', 'well', 'via', 'phone', 'bridge', 'satellite', 'please', 'visit', 'send', 'information', 'meeting', 'interested', 'please', 'call', 'sincerely']",0,0,5,3,11,104
Normal,"['know', 'unprecedented', 'time', 'history', 'must', 'adapt', 'employee', 'program', 'fit', 'immediate', 'need', 'company', 'time', 'transition', 'especially', 'difficult', 'announce', 'immediate', 'suspension', 'following', 'program', 'suspended', 'program', 'program', 'longer', 'accept', 'new', 'participant', 'order', 'service', 'order', 'order', 'confirmed', 'prior', 'also', 'discontinue', 'service', 'effective', 'employee', 'currently', 'subscriber', 'service', 'switched', 'regular', 'commercial', 'rate', 'service', 'provider', 'responsible', 'entire', 'cost', 'service', 'matching', 'gift', 'volunteer', 'incentive', 'program', 'matching', 'gift', 'program', 'grant', 'suspended', 'indefinitely', 'consider', 'immediate', 'need', 'employee', 'trying', 'time', 'appropriate', 'discontinue', 'dollar', 'dollar', 'match', 'charitable', 'contribution', 'well', 'cash', 'donation', 'employee', 'volunteer', 'hour', 'nonprofit', 'organization', 'matching', 'gift', 'submission', 'received', 'prior', 'regret', 'make', 'change', 'must', 'continue', 'look', 'way', 'reduce', 'operating', 'expense', 'transition', 'period']",0,0,3,0,3,15
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']",0,0,2,0,0,9
Normal,"['image', 'dear', 'reader', 'image', 'image', 'selected', 'receive', 'free', 'trial', 'issue', 'far', 'eastern', 'economic', 'review', 'authoritative', 'business', 'magazine', 'subscribe', 'enjoy', 'saving', 'cover', 'price', 'plus', 'receive', 'digital', 'camera', 'absolutely', 'free', 'image', 'image', 'every', 'week', 'review', 'break', 'new', 'ground', 'business', 'political', 'insight', 'give', 'powerful', 'edge', 'business', 'dont', 'miss', 'opportunity', 'take', 'special', 'offer', 'image', 'image', 'china', 'fast', 'opportunity', 'abound', 'access', 'understand', 'ongoing', 'impact', 'change', 'business', 'china', 'review', 'correspondent', 'unearth', 'news', 'insight', 'provide', 'comprehensive', 'weekly', 'briefing', 'anyone', 'business', 'china', 'image', 'image', 'subscribe', 'receive', 'two', 'complimentary', 'issue', 'review', 'plus', 'digital', 'camera', 'absolutely', 'free', 'also', 'enjoy', 'saving', 'cover', 'price', 'subscribe', 'otherwise', 'two', 'free', 'issue', 'keep', 'take', 'advantage', 'special', 'offer', 'free', 'issue', 'subscribe', 'please', 'click', 'sincerely', 'image', 'publisher', 'far', 'eastern', 'economic', 'review', 'image', 'wish', 'receive', 'u', 'future', 'please', 'send', 'blank', 'image']",0,0,7,0,3,37
Normal,"['report', 'west', 'available']",0,0,1,0,1,3
Normal,"['image', 'wish', 'receive', 'future', 'click', 'image']",0,0,2,0,0,3
Normal,"['behind', 'wheel', 'fully', 'loaded', 'news', 'information', 'image', 'fully', 'load', 'news', 'information', 'volume', 'issue', 'image', 'buy', 'finance', 'maintain', 'sell', 'enjoy', 'get', 'best', 'ice', 'rebate', 'incentive', 'level', 'zero', 'percent', 'f', 'offer', 'many', 'new', 'model', 'dont', 'left', 'ti', 'buy', 'click', 'pick', 'car', 'get', 'best', 'minute', 'convenience', 'home', 'click', 'month', 'exciting', 'vehicle', 'profile', 'envoy', 'envoy', 'read', 'comfortable', 'click', 'rendezvous', 'rendezvous', 'min', 'sedan', 'learn', 'new', 'crossover', 'vehicle', 'click', 'e', 'image', 'shop', 'smart', 'research', 'new', 'vehicle', 'buy', 'tool', 'need', 'make', 'informed', 'purchase', 'decision', 'side', 'comparison', 'interior', 'exterior', 'photo', 'profile', 'safety', 'inform', 'research', 'center', 'rebate', 'rebate', 'keep', 'coming', 'continued', 'd', 'click', 'learn', 'recent', 'rebate', 'incentive', 'offer', 'sa', 'rating', 'sure', 'crash', 'new', 'car', 'wall', 'let', 'government', 'click', 'crash', 'test', 'rating', 'image', 'top', 'ten', 'find', 'vehicle', 'member', 'community', 'cruiser', 'base', 'ford', 'escape', 'door', 'x', 'ford', 'escape', 'x', 'c', 'fe', 'd', 'sport', 'x', 'c', 'door', 'x', 'quick', 'quote', 'g', 'jump', 'new', 'free', 'quote', 'without', 'ever', 'leaving', 'home', 'general', 'martin', 'c', 'dodge', 'ford', 'honda', 'jaguar', 'j', 'land', 'rover', 'lotus', 'sell', 'car', 'classified', 'use', 'classified', 'ad', 'reach', 'million', 'car', 'buyer', 'sell', 'section', 'also', 'full', 'useful', 'car', 'selling', 'tip', 'price', 'guide', 'insurance', 'easy', 'save', 'q', 'auto', 'insurance', 'click', 'free', 'quo', 'te', 'find', 'local', 'agent']",0,0,9,0,25,106
Normal,"['window', 'job', 'must', 'join', 'dark', 'side', 'thing', 'many', 'people', 'say', 'seen', 'apple', 'sleek', 'new', 'music', 'player', 'here', 'hitch', 'there', 'window', 'version', 'right', 'betting', 'here', 'plan', 'job', 'foray', 'darkness', 'news', 'analysis', 'carr', 'm', 'settle', 'ship', 'open', 'source', 'face', 'reality', 'may', 'settle', 'time', 'could', 'get', 'slew', 'private', 'antitrust', 'suit', 'school', 'good', 'cause', 'doubt', 'really', 'make', 'legal', 'violation', 'expert', 'advice', 'viva', 'la', 'still', 'state', 'mind', 'new', 'product', 'people', 'fall', 'dominate', 'week', 'tally', 'top', 'tech', 'search', 'term', 'fly', 'search', 'engine', 'bring', 'latest', 'find', 'whats', 'harry', 'potter', 'hack', 'attack', 'getting', 'harder', 'stop', 'malicious', 'user', 'learning', 'better', 'outsmart', 'captor', 'new', 'report', 'say', 'theyre', 'worm', 'carry', 'attack', 'router', 'could', 'bring', 'whole', 'portion', 'watch', 'scoop', 'make', 'window', 'easy', 'way', 'youve', 'operating', 'system', 'month', 'time', 'start', 'bending', 'though', 'still', 'hard', 'come', 'found', 'three', 'let', 'tweak', 'os', 'look', 'optimize', 'performance', 'crucial', 'click', 'make', 'sure', 'see', 'feature', 'today', 'dont', 'miss', 'holiday', 'gift', 'guide', 'check', 'latest', 'burner', 'security', 'elsewhere', 'miss', 'get', 'detail', 'special', 'report', 'dont', 'miss', 'top', 'price', 'drop', 'premier', 'vendor', 'shopper', 'free', 'trial', 'offer', 'leading', 'business', 'technology', 'magazine', 'find', 'perfect', 'present', 'holiday', 'gift', 'guide', 'check', 'popular', 'notebook', 'camera', 'come', 'free', 'charge', 'service', 'companion', 'web', 'site', 'full', 'detail', 'story', 'see', 'plus', 'news', 'link', 'information', 'much', 'visit', 'subscribe', 'make', 'change', 'subscription', 'please', 'go', 'sending', 'news', 'alert', 'address', 'please', 'make', 'sure', 'provide', 'address', 'message', 'u', 'thanks', 'copyright', 'registered', 'service', 'mark', 'service', 'mark']",0,0,6,1,20,86
Normal,"['good', 'morning', 'effort', 'smooth', 'problem', 'seen', 'past', 'would', 'like', 'start', 'getting', 'estimate', 'nightly', 'try', 'prevent', 'unnecessary', 'surprise', 'morning', 'expect', 'group', 'contact', 'leave', 'night', 'estimate', 'range', 'give', 'certainly', 'help', 'u', 'avoid', 'fire', 'drill', 'next', 'day', 'concern', 'please', 'let', 'know', 'otherwise', 'book', 'calling', 'stopping', 'desk', 'around', 'daily', 'get', 'estimate', 'thanks', 'x']",0,0,2,0,1,10
Normal,"['request', 'pending', 'approval', 'day', 'please', 'click', 'review', 'act', 'upon', 'request', 'request', 'id', 'request', 'create', 'date', 'resource', 'name', 'risk', 'acceptance', 'form', 'local', 'right', 'permanent', 'resource', 'type', 'application']",0,0,2,0,0,9
